OBJECTID,ResourceAgencyNum,PublicName,AltName1,AltName2,AltName3,AltName4,AltName5,AltName6,AltName7,AltName8,AltName9,AltName10,AltName11,AltName12,AltName13,AltName14,AltName15,AltName16,AltName17,AltName18,AltName19,AltName20,AltName21,AltName22,AltName23,AltName24,AltName25
3798,69794165,Getting Settled in ON - Getting Settled in ON,Immigration Ontario,Ontario Immigration,Ontario. ontarioimmigration.ca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3799,69800949,Heritage Skills Development Centre - Heritage Skills Development Centre,CAP,Community Access Program,ELT,Enhanced Language Training,HSDC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3800,69795282,Hispanic Development Council - Hispanic Development Council,Consejo de Desarrollo Hispano,CV19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3801,69795299,Homes First Society - Willowdale Welcome Centre,Bellevue Apartments,Brandon House,CV19,Hospitals to Homes,Huron,Jarvis House,Meegwetch Place,Northcote,Pleasant Manor ,Sheila Miller ,Shuter ,Spadina Houses ,Vaughan,Wales House,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3802,69795387,INAS Canada - TO,CV19,Instituto Nazionale di Assistenza Sociale,National Institute on Social Services for Italian Workers in Canada,Patronato INAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3803,69799063,International Railroad for Queer Refugees - International Railroad for Queer Refugees,IRQR,Network of Iranian Queer HIV/AIDS Program,NIQHA,Parents and Friends of Lesbians and Gays of Iran Program,PFLAG Iran,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3804,69800893,Iranian Women's Organization of ON - Iranian Women's Organization of ON,CV19,Iranian Womens Organization,IWOO,Ontario Iranian Women's Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3805,69799663,Irish Canadian Immigration Centre - Irish Canadian Immigration Centre,Eamonn O'Loghlin Irish Canadian Immigration Centre,I/CAN,ICAN,ICIC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3806,69795405,Islamic Social Services and Resources Association - Islamic Social Services and Resources Association,CV19,ISSRA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3807,69801688,Jane Alliance Neighbourhood Services - Jane Alliance Neighbourhood Services,JANS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3808,69799932,Japanese Social Services - Japanese Social Services,CV19,JSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3809,69795504,"Jewish Immigrant Aid Services TO - Jewish Immigrant Aid Services TO, Central Office",CCMP,Community Connection Mentorship Program,Community Connections Mentorship Program,CV19,DTD,JIAS Toronto,Jump Start,JumpStart,Newcomer Settlement Program,NSP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3810,69795510,Jewish Immigrant Aid Services TO - JIAS TO LINC School,CV19,DTD,Language Instruction for Newcomers to Canada,LINC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3811,69798793,Jewish Russian Community Centre of ON - Jewish Russian Community Centre of ON,CIF,DTD,JRCC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3812,69795547,JVS TO - Newcomer Employment Services,CV19,ELT,Enhanced Language Training,Immigrant PRofessionals Leveraging Architectural Knowledge and Opportunities,International Skills Applied for Geriatrics,IPLAN,ISAGE,Newcomer youth Connections for Success,NYCS,TRIEC mentoring program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3813,69795596,Kababayan Multicultural Centre - Bathurst and Finch Community Hub,Bathurst-Finch Hub,CV19,Filipino Canadian Family Ties,KCCMS,KMC,Newcomer Settlement Program,NSP,You and Canada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3814,69795593,Kababayan Multicultural Centre - Kababayan Multicultural Centre,CV19,Filipino Canadian Family Ties,KCCMS,KMC,Newcomer Settlement Program,NSP,You and Canada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3815,69795896,"KCWA Family and Social Services - KCWA Family and Social Services, Bathurst and Finch Community Hub",CV19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3816,69795893,"KCWA Family and Social Services - KCWA Family and Social Services, North York Centre Office",CV19,Newcomer Settlement Program,NSP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3817,69795631,Lao Association of ON - Lao Association of ON,CV19,Ontario Lao Association,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3818,69795703,Learning Enrichment Foundation - Emmett Avenue Site,CV19,LEF,Settlement Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3819,69795706,Learning Enrichment Foundation - Weston Road Site,CV19,English as a Second Language,ESL,Language Instruction for Newcomers to Canada,LEF,LINC,Settlement Program,Youth Host Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3820,69795673,Legal Aid ON - Refugee Law Office,CV19,LAO,Ontario Legal Aid,RLO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3821,69795158,Lifeline Syria - Lifeline Syria,Life Line Syria,LifelineSyria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3822,69795735,Malvern Family Resource Centre - Newcomer Settlement Services,CV19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3823,69794769,"Matthew House Refugee Reception Services, TO - Matthew House Refugee Reception Services, TO",CV19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3824,69798680,MCIS Language Solutions - MCIS Toll-Free Help Line,Canada's response to Ukraine International Airlines Flight PS752 tragedy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3825,69795763,"Mennonite New Life Centre of TO - Mennonite New Life Centre of TO, Finch Office",BEMC,BREM,Bridge to Employment in Media and Communications Program,Bridge to Registration and Employment in Mental Health,CV19,MNLCT,Toronto Mennonite New Life Centre,Toronto New Life Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3826,69795766,"Mennonite New Life Centre of TO - Mennonite New Life Centre of TO, Keele Office",CV19,MNLCT,Toronto Mennonite New Life Centre,Toronto New Life Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3827,69795757,"Mennonite New Life Centre of TO - Mennonite New Life Centre of TO, Queen Office",Centro Nueva Vida,CV19,HT1,MNLCT,Newcomer Settlement Program,Newcomer Skills at Work,NSP,Toronto Mennonite New Life Centre,Toronto New Life Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3828,69795760,"Mennonite New Life Centre of TO - Mennonite New Life Centre of TO, Victoria Park Office",Centro Nueva Vida,Childminding Monitoring Advisory and Support,CMAS,CV19,Language Instruction for Newcomers to Canada,LINC,MNLCT,Newcomer Settlement Program,NSP,Toronto Mennonite New Life Centre,Toronto New Life Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3829,69798475,"Midaynta Community Services - Midaynta Community Services, Jane Street Hub",CV19,Newcomer Settlement Program,NSP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3830,69798472,"Midaynta Community Services - Midaynta Community Services, Keele Street Office",CV19,Newcomer Settlement Program,NSP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3831,69801383,Muslim Welfare Centre - Muslim Welfare Centre,CV19,Essential Items Bank,Free Medical Clinic,Halal Food and Essential Items Bank,Halal Food Bank,Muslim Welfare Centre Free Medical Clinic,Muslim Welfare Centre of Toronto,Toronto Muslim Welfare Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3832,69796011,National Congress of Italian Canadians - TO District,Congress of Italian Canadians,Italian Canadians National Congress,NCIC,Toronto District National Congress of Italian Canadians,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3833,69797351,New Canadian Community Centre - New Canadian Community Centre,NCCC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3834,69796071,Newcomer Women's Services TO - Newcomer Women's Services TO,Childminding Monitoring Advisory and Support,CMAS,CV19 ,Language Instruction for Newcomers to Canada,LINC,Newcomer Settlement Program,Newcomer Women's Network,NSP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3835,69801641,North American Muslim Foundation - North American Muslim Foundation,CV19,NAMF,FRFB,MOFB,THFB,TUFB,WEFB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3836,69796145,Northwood Neighbourhood Services - Newcomer Settlement Program,Immigrant Settlement and Adaptation Program,Immigration Settlement and Adaptation Program,ISAP,Newcomer Settlement Program,NSP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3837,69796221,OCASI - CitizenshipCounts.ca,Citizenship Counts,Deviens Citoyen,Devienscitoyen.ca,Ontario Council of Agencies Serving Immigrants,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3838,69796218,OCASI - NewYouth.ca,New Youth,Ontario Council of Agencies Serving Immigrants,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3839,69796212,OCASI - OCASI,HT2,Newcomer Settlement Program,NSP,Positive Spaces Initiative,PositiveSpaces,Positivespaces.ca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3840,69796215,OCASI - Settlement.Org,Access to Professions and Trades Guide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3841,69796209,OCASI - WelcomeON.ca,Ontario Council of Agencies Serving Immigrants,Welcome Ontario,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3842,69795977,"ON. Min. of Economic Development, Job Creation and Trade. ON Immigrant Nominee Program - ON. Min. of Economic Development, Job Creation and Trade. ON Immigrant Nominee Program",OINP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3843,69796388,"ON. Min. of Labour, Training and Skills Development - Global Experience ON",Centre d'accès pour les immigrants formés à l'étranger ,EGO ,Expérience Globale Ontario ,Immigration Ontario ,Ontario Immigration ,ontarioimmigration.ca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3844,72453197,"ON. Min. of Labour, Training and Skills Development - ON Bridge Training Program",OBTP,Ontario Bridging Participant Assistance Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3845,69799939,"Parkdale Intercultural Association - Parkdale Intercultural Association, Main Location",Childminding Monitoring Advisory and Support,CMAS,CV19,Language Instruction for Newcomers to Canada,LINC,Parkdale Intercultural Council,PIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3846,69799936,"Parkdale Intercultural Association - Parkdale Intercultural Association, Secondary Location",Childminding Monitoring Advisory and Support,CMAS,CV19,Language Instruction for Newcomers to Canada,LINC,Parkdale Intercultural Council,PIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3847,69799815,"Polycultural Immigrant and Community Services - Polycultural Immigrant and Community Services, Etobicoke Central",Career Exploration & Employment Assistance Program,CCMP ,Community Connections Mentorship Program,CV19,Language Instruction for Newcomers to Canada ,LINC,Newcomer Settlement Program ,NSP ,PICS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3848,69799807,"Polycultural Immigrant and Community Services - Polycultural Immigrant and Community Services, Scarb. North",Childminding Monitoring Advisory and Support,CMAS,CV19,Language Instruction for Newcomers to Canada,LINC,PICS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3849,69799820,"Polycultural Immigrant and Community Services - Polycultural Immigrant and Community Services, Scarb. South",CV19,Language Instruction for Newcomers to Canada,LINC,Newcomer Settlement Program,NSP,PICS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3850,69799810,"Polycultural Immigrant and Community Services - Polycultural Immigrant and Community Services, TO South West",CV19,PAR,Partner Assault Response,PICS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3851,69797062,Quaker Committee for Refugees - Quaker Committee for Refugees,Casa de los Amigos,Friends House,Friends' Meeting House,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3852,69800495,Rainbow / Korean Information and Social Services - Rainbow / Korean Information and Social Services,CV19,Rainbow Korean Information and Social Services,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3853,69799310,Réseau des Chercheures Africaines - Réseau des Chercheures Africaines,RECAF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3854,69797122,Rexdale Women's Centre - Ethnocultural Seniors Program,CV19,Ethno-cultural Seniors Programme,Rexdale Community Hub,Rexdale Multiservice Hub,Rexdale Womens Centre,RWC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3855,69797119,"Rexdale Women's Centre - Rexdale Community Hub, Newcomer / Immigrant Settlement and Orientation Services",CCMP,Community Connection Mentorship Program,Community Connections Mentorship Program,CV19,Rexdale Multiservice Hub,RWC,Welcoming Communities,Womens Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3856,70946020,"Rexdale Women's Centre - Rexdale Women's Centre, Women's Employment Resource Centre",CV19,Rexdale Multiservice Hub,RWC,Womens Centre,WERC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3857,69797131,Riverdale Immigrant Women's Centre - Riverdale Immigrant Women's Centre,CV19,EPE,Essential Pathways to Employment Program,Global Pantry,Immigrant Womens Centre,RIWC,Violence Against Women Youth Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3858,69799410,Romero House - Romero House,CV19,Toronto Refugee Non Profit Community,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3859,69800132,"Salvation Army, Immigrant and Refugee Services - Main Office",CV19,HT1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3860,69800123,"Salvation Army, Immigrant and Refugee Services - North York Satellite Office",CV19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3861,69800126,"Salvation Army, Immigrant and Refugee Services - Salvation Army, Immigrant and Refugee Services, North York Satellite Office (Yonge Street)",CV19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3862,69800135,"Salvation Army, Immigrant and Refugee Services - Scarb. Satellite Office",CV19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3863,69797265,Scadding Court Community Centre - Newcomer Services and Programs,CV19,Immigrant Settlement and Adaptation Program,Immigration Settlement and Adaptation Program,ISAP,SCCC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3864,69797168,"SEAS Centre - SEAS Centre, North York Centre",CV19,Support Enhance Access Service Centre,Toronto Space Inventory Pilot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3865,69797165,"SEAS Centre - SEAS Centre, Regent Park Centre",CV19,Support Enhance Access Service Centre,Toronto Space Inventory Pilot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3866,69797159,"SEAS Centre - SEAS Centre, Scarb. Centre and Admin. Office",CV19,Support Enhance Access Service Centre,Toronto Space Inventory Pilot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3867,69799918,"Settlement Assistance and Family Support Services - Language Instruction for Newcomers to Canada, Finch Centre",Childminding Monitoring Advisory and Support,CMAS,CV19,LINC,SAFSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3868,69799921,"Settlement Assistance and Family Support Services - Language Instruction for Newcomers to Canada, Kingston Centre",Childminding Monitoring Advisory and Support,CMAS,CV19,LINC,SAFSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3869,69799924,"Settlement Assistance and Family Support Services - Language Instruction for Newcomers to Canada, Morningside Centre",Childminding Monitoring Advisory and Support,CMAS,CV19,LINC,SAFSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3870,69799915,Settlement Assistance and Family Support Services - Settlement Assistance and Family Support Services,CV19,Language Instruction for Newcomers to Canada,LINC,Newcomer Settlement Program,NSP,SAFSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3871,69797406,Sojourn House - Sojourn House,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3872,69798842,Somali Canadian Association of Etobicoke - Somali Canadian Association of Etobicoke,CV19,Etobicoke Somali Canadian Association,Somali Association of Etobicoke,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3873,69800139,Somali Immigrant Aid Organization TO - Somali Immigrant Aid Organization TO,Childminding Monitoring Advisory and Support,CMAS,Language Instruction for Newcomers to Canada,LINC,Program Without Walls,SIAO,Toronto Somali Immigrant Aid Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3874,69800527,Somali Women's and Children's Support Network - Somali Women's and Children's Support Network,Somali Women and Children Support Network,Toronto Space Inventory Pilot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3875,69797410,South Asian Women's Centre - South Asian Women's Centre,CV19,Newcomer Settlement Program,NSP,SAWC,South Asian Womens Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3876,69797545,St Stephen's Community House - Settlement services,Childminding Monitoring Advisory and Support,CMAS,CV19,Immigration Settlement and Adaptation Program,ISAP,Language Instruction for Newcomers to Canada,LINC,Newcomer Settlement Program,NSP,St Stephens Community House,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3877,69797616,Tesoc Multicultural Settlement and Community Services - Tesoc Multicultural Settlement Services,Childminding Monitoring Advisory and Support,CMAS,CV19,Language Instruction for Newcomers to Canada,LINC,Women Aiding Women,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3878,69797619,Tesoc Multicultural Settlement and Community Services - West TO Branch LINC,Childminding Monitoring Advisory and Support,CMAS,CV19,Language Instruction for Newcomers to Canada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3879,69797638,"TNO - The Neighbourhood Organization - Multiservice neighbourhood centre, Main Office",CCMP,Community Connections Mentorship Program,CV19,Language Instruction for Newcomers to Canada,Library Settlement Partnerships,LINC,LSP,Newcomer Outreach Program for Seniors,Newcomer Settlement Program,NSP,SEPT,Settlement and Education Partnership in Toronto,Settlement Workers in Schools,SWIS,The Neighbourhood Organization,TNO,NA,NA,NA,NA,NA,NA,NA,NA,NA
3880,69797647,TNO - The Neighbourhood Organization - Settlement Services,Childminding Monitoring Advisory and Support,CMAS,CV19,Immigrant Settlement and Adaptation Program,Immigration Settlement and Adaptation Program,ISAP,Language Instruction for Newcomers to Canada,LINC,The Neighbourhood Organization,TNO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3881,69797677,"TO Bail Program - TO Bail Program, Immigration Division",Bail Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3882,69795819,TO Catholic District School Board - Eglinton LINC / ESL Centre,Board of Education,Childminding Monitoring Advisory and Support,CMAS,CV19,English as a Second Language,ESL,French as a Second Language,FSL,Language Instruction for Newcomers to Canada,LINC,TCDSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3883,69795825,TO Catholic District School Board - Lakeshore LINC Centre,Board of Education,Childminding Monitoring Advisory and Support,CMAS,CV19,Language Instruction for Newcomers to Canada,LINC,TCDSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3884,69795828,TO Catholic District School Board - Victoria Park LINC Centre,Board of Education,Childminding Monitoring Advisory and Support,CMAS,CV19,Language Instruction for Newcomers to Canada,LINC,TCDSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3885,69795065,TO Centre for Community Learning & Development - Immigrant Women Integration Program,CCLD,CV19,IWIP,TCCLD,Toronto Centre for Community Learning and Development,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3886,69800681,TO Community and Culture Centre - Finch Branch,TCCCTo,Zion Church Cultural Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3887,69800687,TO Community and Culture Centre - TO Community and Culture Centre,TCCCTo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3888,69800614,TO District School Board - LINC,Childminding Monitoring Advisory and Support,CMAS,Immigration Settlement and Adaptation Program,ISAP,Language Instruction for Newcomers to Canada,TDSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3889,69800596,TO District School Board - Newcomer Services,TDSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3890,69797811,TO Newcomers Club - TO Newcomers Club,Newcomers Club,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3891,69795639,TO Region Immigrant Employment Council - TO Region Immigrant Employment Council,Mentoring Partnership,TRIEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3892,69797579,Touchstone Institute - Touchstone Institute,CEHPEA,CV19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3893,69797831,Tropicana Community Services Organization - Tropicana Community Services Organization,CV19,Defy Your Label,ManUp,S2S,Sister 2 Sister,START (Success Through Aggression Replacement Training),Success Through ART,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3894,69798834,Turkish Community Heritage Centre of Canada - Turkish Community Heritage Centre of Canada,TCHCC,Turk Toplum Merkezi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3895,69798826,UFCW Canada Migrant Workers Scholarships - UFCW Canada Migrant Workers Scholarships,United Food and Commercial Workers Canada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3896,69797844,Ukrainian Canadian Social Services (TO) - Ukrainian Canadian Social Services (TO),Toronto Ukrainian Canadian Social Services,UCSS ,UCSST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3897,69797867,University Settlement - North York Office,CV19,Immigrant Settlement and Adaptation Program,Immigration Settlement and Adaptation Program,ISAP,Settlement Recreation Centre,University Settlement House,USRC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3898,69797873,University Settlement - Spadina Office,CV19,Immigrant Settlement and Adaptation Program,Immigration Settlement and Adaptation Program,ISAP,Settlement Recreation Centre,University Settlement House,USRC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
